,Assignment,DocumentNo,BusA,Type,Tx,PBk,Clrng_doc.,Text,CoCd,Supplier,Account,G/L,Supplier_Name,Pur._Doc.,Doc._Date,Amt_in_loc.cur.,Clearing,Pstng_Date,Column1,Net_due_dt,Arrers,Arrear,Discont,Day1,Day2,Net,Entity,IC,Net_due_d-clearing_d,Paid_T/F,Inv_Type,Pay_term_in_days,Payment_Term_desc,PT_Category,doc_type
7242,5104797701,51084640,9320.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209240.0,12.06.2024,417.45,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7243,5104797702,51084641,9770.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209242.0,12.06.2024,911.85,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7244,5104797703,51084642,9332.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209257.0,12.06.2024,188.45,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7245,5104797704,51084643,9400.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209269.0,12.06.2024,39.15,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7246,5104797705,51084644,9334.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209281.0,12.06.2024,348.78,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7247,5104797706,51084645,9400.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209293.0,12.06.2024,54.38,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7248,5104797707,51084646,9400.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209295.0,12.06.2024,2836.37,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7249,5104797708,51084647,9332.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209302.0,12.06.2024,218.28,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7250,5104801235,51085066,9773.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,4503679954.0,19.06.2024,113.36,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7251,5104801236,51085067,9400.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,4503703194.0,19.06.2024,56.68,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7252,5104801237,51085068,9410.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,4503741447.0,19.06.2024,126.95,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7253,5104801238,51085069,9400.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,4503741802.0,19.06.2024,135.79,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7254,5104801239,51085070,9772.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500206494.0,19.06.2024,98.32,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7255,5104801240,51085071,9441.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500206779.0,19.06.2024,101.55,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7256,5104801241,51085072,9883.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500206924.0,19.06.2024,149.48,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7257,5104801242,51085073,9773.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500207081.0,19.06.2024,50.16,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7258,5104801243,51085074,9330.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500207165.0,19.06.2024,200.63,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7259,5104801244,51085075,9440.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500207536.0,19.06.2024,100.58,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7260,5104801245,51085076,9322.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500207774.0,19.06.2024,112.23,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7261,5104801246,51085077,9330.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500207814.0,19.06.2024,115.62,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7262,5104801247,51085078,9440.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500208247.0,19.06.2024,261.54,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7263,5104801248,51085079,9751.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500208517.0,19.06.2024,113.36,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7264,5104801249,51085080,9440.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500208532.0,19.06.2024,148.16,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7265,5104801250,51085081,9771.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500208650.0,19.06.2024,262.87,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7266,5104801251,51085082,9400.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500208671.0,19.06.2024,57.23,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7267,5104801252,51085083,9770.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500208760.0,19.06.2024,56.11,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7268,5104801253,51085084,9440.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500208983.0,19.06.2024,148.16,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7269,5104801254,51085085,9330.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500209025.0,19.06.2024,95.89,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7270,5104801255,51085086,9322.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500209090.0,19.06.2024,231.92,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7271,5104801256,51085087,9461.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500209106.0,19.06.2024,1200.95,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7272,5104801257,51085088,9320.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500209110.0,19.06.2024,937.01,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7273,5104801258,51085089,9414.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500209119.0,19.06.2024,207.82,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7274,5104801259,51085090,9330.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500209222.0,19.06.2024,153.46,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7275,5104801260,51085091,9400.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500209241.0,19.06.2024,549.55,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7276,5104801261,51085092,9330.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500209265.0,19.06.2024,114.91,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7277,5104801262,51085093,9322.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500209280.0,19.06.2024,94.47,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7278,5104801263,51085094,9400.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500209310.0,19.06.2024,77.95,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7279,5104801264,51085095,9330.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500209314.0,19.06.2024,486.41,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7280,5104801265,51085096,9753.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500209316.0,19.06.2024,191.35,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7281,5104801266,51085097,9461.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500209325.0,19.06.2024,21.18,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7282,5104801267,51085098,9440.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500209333.0,19.06.2024,163.29,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7283,5104801268,51085099,9440.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500209341.0,19.06.2024,503.75,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7284,5104801269,51085100,9335.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500209344.0,19.06.2024,747.24,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7285,5104801270,51085101,9321.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500209369.0,19.06.2024,1131.96,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7286,5104801271,51085102,9321.0,debit,85,,55686210,,940,641535,641535,162000,Workwear Shop GmbH,9500209373.0,19.06.2024,163.97,24.06.2024,19.06.2024,6.2024,19.07.2024,-2,-25,False,7,30,0,TKA,NO,25,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7287,RE-202406/52701,38581684,9773.0,debit,85,,55685394,*RE-202406/52701,940,641536,641536,162000,Workwear Shop GmbH,4503741309.0,03.06.2024,76.73,14.06.2024,13.06.2024,6.2024,03.07.2024,1,-19,False,10,30,0,TKA,NO,19,True,PO,30,innerhalb von 10 Tagen 4 % Skonto,< 30 day,PO Invoices
7288,141/2024,38582195,9750.0,debit,69,,55686211,*141/2024,940,641559,641559,162000,TB-Aufzüge GmbH,4503732058.0,12.06.2024,2350.0,24.06.2024,17.06.2024,6.2024,26.06.2024,-2,-2,True,14,0,0,TKA,NO,2,True,PO,14,innerhalb von 14 Tagen ohne Abzug,< 30 day,PO Invoices
7289,95-686,38582196,9750.0,debit,69,,55685935,*95-686,940,641559,641559,162000,TB-Aufzüge GmbH,4503739427.0,10.06.2024,3400.0,19.06.2024,17.06.2024,6.2024,24.06.2024,-5,-5,True,14,0,0,TKA,NO,5,True,PO,14,innerhalb von 14 Tagen ohne Abzug,< 30 day,PO Invoices
7296,5406678687,370373519,9411.0,debit,85,,55685395,*5406678687,940,641643,641643,162000,Carl Stahl Nord GmbH,,05.06.2024,378.6,14.06.2024,13.06.2024,6.2024,05.07.2024,78,78,True,30,0,0,TKA,NO,21,True,FI,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,FI Invoices
7299,50054423,38581610,9322.0,debit,85,,55685288,*50054423,940,641739,641739,162000,Triathlon System GmbH,4503743018.0,07.06.2024,59.56,13.06.2024,12.06.2024,6.2024,07.07.2024,-4,-24,False,10,30,0,TKA,NO,24,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
7300,24/143,370372401,9460.0,debit,84,,55684386,*24/143,940,641827,641827,162000,Fleischerei Michael Hähnel,,25.04.2024,50.62,05.06.2024,31.05.2024,5.2024,05.05.2024,31,31,True,10,0,0,TKA,NO,-31,False,FI,10,innerhalb von 10 Tagen ohne Abzug,< 30 day,FI Invoices
7301,24/156,370373041,9460.0,debit,84,,55684771,*24/156,940,641827,641827,162000,Fleischerei Michael Hähnel,,03.05.2024,88.05,10.06.2024,08.06.2024,6.2024,13.05.2024,28,28,True,10,0,0,TKA,NO,-28,False,FI,10,innerhalb von 10 Tagen ohne Abzug,< 30 day,FI Invoices
7302,4242929,38578652,9400.0,debit,85,,55685010,*4242929,940,641845,641845,162000,SAGA Hard- und Software GmbH,4700000361.0,17.05.2024,138.28,11.06.2024,27.05.2024,5.2024,16.06.2024,-5,-5,True,30,0,0,TKA,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7303,4242930,38578653,9400.0,debit,85,,55685010,*4242930,940,641845,641845,162000,SAGA Hard- und Software GmbH,4700000361.0,17.05.2024,121.62,11.06.2024,27.05.2024,5.2024,16.06.2024,-5,-5,True,30,0,0,TKA,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7304,4242932,38578654,9400.0,debit,85,,55685010,*4242932,940,641845,641845,162000,SAGA Hard- und Software GmbH,4700000361.0,17.05.2024,16.66,11.06.2024,27.05.2024,5.2024,16.06.2024,-5,-5,True,30,0,0,TKA,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7305,4242933,38578655,9400.0,debit,85,,55685010,*4242933,940,641845,641845,162000,SAGA Hard- und Software GmbH,4700000361.0,17.05.2024,56.64,11.06.2024,27.05.2024,5.2024,16.06.2024,-5,-5,True,30,0,0,TKA,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7306,4242939,38578656,9400.0,debit,85,,55685010,*4242939,940,641845,641845,162000,SAGA Hard- und Software GmbH,4700000361.0,17.05.2024,83.3,11.06.2024,27.05.2024,5.2024,16.06.2024,-5,-5,True,30,0,0,TKA,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7307,4242938,38578657,9400.0,debit,85,,55685010,*4242938,940,641845,641845,162000,SAGA Hard- und Software GmbH,4700000361.0,17.05.2024,191.59,11.06.2024,27.05.2024,5.2024,16.06.2024,-5,-5,True,30,0,0,TKA,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7308,4242931,38578658,9400.0,debit,85,,55685010,*4242931,940,641845,641845,162000,SAGA Hard- und Software GmbH,4700000361.0,17.05.2024,73.3,11.06.2024,27.05.2024,5.2024,16.06.2024,-5,-5,True,30,0,0,TKA,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7309,4242951,38578659,9400.0,debit,85,,55685010,*4242951,940,641845,641845,162000,SAGA Hard- und Software GmbH,4700000361.0,17.05.2024,28.32,11.06.2024,27.05.2024,5.2024,16.06.2024,-5,-5,True,30,0,0,TKA,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7310,4242950,38578660,9400.0,debit,85,,55685010,*4242950,940,641845,641845,162000,SAGA Hard- und Software GmbH,4700000361.0,17.05.2024,19.99,11.06.2024,27.05.2024,5.2024,16.06.2024,-5,-5,True,30,0,0,TKA,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7311,4242949,38578661,9400.0,debit,85,,55685010,*4242949,940,641845,641845,162000,SAGA Hard- und Software GmbH,4700000361.0,17.05.2024,61.64,11.06.2024,27.05.2024,5.2024,16.06.2024,-5,-5,True,30,0,0,TKA,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7312,4242948,38578662,9400.0,debit,85,,55685010,*4242948,940,641845,641845,162000,SAGA Hard- und Software GmbH,4700000361.0,17.05.2024,21.66,11.06.2024,27.05.2024,5.2024,16.06.2024,-5,-5,True,30,0,0,TKA,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7313,4242947,38578664,9400.0,debit,85,,55685010,*4242947,940,641845,641845,162000,SAGA Hard- und Software GmbH,4700000361.0,17.05.2024,58.31,11.06.2024,27.05.2024,5.2024,16.06.2024,-5,-5,True,30,0,0,TKA,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7314,4242946,38578665,9400.0,debit,85,,55685010,*4242946,940,641845,641845,162000,SAGA Hard- und Software GmbH,4700000361.0,17.05.2024,24.99,11.06.2024,27.05.2024,5.2024,16.06.2024,-5,-5,True,30,0,0,TKA,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7315,4242945,38578666,9400.0,debit,85,,55685010,*4242945,940,641845,641845,162000,SAGA Hard- und Software GmbH,4700000361.0,17.05.2024,43.32,11.06.2024,27.05.2024,5.2024,16.06.2024,-5,-5,True,30,0,0,TKA,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7316,4242934,38578668,9400.0,debit,85,,55685010,*4242934,940,641845,641845,162000,SAGA Hard- und Software GmbH,4700000361.0,17.05.2024,35.7,11.06.2024,27.05.2024,5.2024,16.06.2024,-5,-5,True,30,0,0,TKA,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7317,4242935,38578669,9400.0,debit,85,,55685010,*4242935,940,641845,641845,162000,SAGA Hard- und Software GmbH,4700000361.0,17.05.2024,41.65,11.06.2024,27.05.2024,5.2024,16.06.2024,-5,-5,True,30,0,0,TKA,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7318,4242936,38578671,9331.0,debit,85,,55685010,*4242936,940,641845,641845,162000,SAGA Hard- und Software GmbH,4700000361.0,17.05.2024,41.65,11.06.2024,27.05.2024,5.2024,16.06.2024,-5,-5,True,30,0,0,TKA,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7319,4242937,38578672,9771.0,debit,85,,55685010,*4242937,940,641845,641845,162000,SAGA Hard- und Software GmbH,4700000361.0,17.05.2024,41.65,11.06.2024,27.05.2024,5.2024,16.06.2024,-5,-5,True,30,0,0,TKA,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7320,4242941,38578673,9400.0,debit,85,,55685010,*4242941,940,641845,641845,162000,SAGA Hard- und Software GmbH,4700000361.0,17.05.2024,96.63,11.06.2024,27.05.2024,5.2024,16.06.2024,-5,-5,True,30,0,0,TKA,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7321,4242942,38578674,9400.0,debit,85,,55685010,*4242942,940,641845,641845,162000,SAGA Hard- und Software GmbH,4700000361.0,17.05.2024,41.65,11.06.2024,27.05.2024,5.2024,16.06.2024,-5,-5,True,30,0,0,TKA,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7322,4242940,38578684,9400.0,debit,85,,55685010,*4242940,940,641845,641845,162000,SAGA Hard- und Software GmbH,4700000361.0,17.05.2024,94.96,11.06.2024,27.05.2024,5.2024,16.06.2024,-5,-5,True,30,0,0,TKA,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7323,4242944,38578687,9400.0,debit,85,,55685010,*4242944,940,641845,641845,162000,SAGA Hard- und Software GmbH,4700000361.0,17.05.2024,23.32,11.06.2024,27.05.2024,5.2024,16.06.2024,-5,-5,True,30,0,0,TKA,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7324,03/2024,370373221,9335.0,debit,55,,55685011,*03/2024,940,641857,641857,162000,Stadtverwaltung,,29.05.2024,1110.0,11.06.2024,10.06.2024,6.2024,12.06.2024,-1,-1,True,14,0,0,TKA,NO,1,True,FI,14,innerhalb von 14 Tagen ohne Abzug,< 30 day,FI Invoices
7325,04/2024,370373223,9335.0,debit,55,,55685011,*04/2024,940,641857,641857,162000,Stadtverwaltung,,29.05.2024,1110.0,11.06.2024,10.06.2024,6.2024,12.06.2024,-1,-1,True,14,0,0,TKA,NO,1,True,FI,14,innerhalb von 14 Tagen ohne Abzug,< 30 day,FI Invoices
7327,6130139784,38575643,9882.0,debit,85,,55684192,*6130139784,940,641872,641872,162000,D+H Deutschland GmbH,4503713966.0,06.05.2024,103.32,04.06.2024,08.05.2024,5.2024,05.06.2024,-1,-1,True,30,0,0,TKA,NO,1,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7328,6130140609,38577278,9321.0,debit,85,,55684773,*6130140609,940,641872,641872,162000,D+H Deutschland GmbH,4503734935.0,15.05.2024,45.46,10.06.2024,17.05.2024,5.2024,14.06.2024,-4,-4,True,30,0,0,TKA,NO,4,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7329,6130140884,38577721,9330.0,debit,85,,55685012,*6130140884,940,641872,641872,162000,D+H Deutschland GmbH,4503736072.0,17.05.2024,51.55,11.06.2024,22.05.2024,5.2024,16.06.2024,-5,-5,True,30,0,0,TKA,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7330,6130141190,38578253,9440.0,debit,85,,55685787,*6130141190,940,641872,641872,162000,D+H Deutschland GmbH,4503736273.0,22.05.2024,37.44,18.06.2024,24.05.2024,5.2024,21.06.2024,-3,-3,True,30,0,0,TKA,NO,3,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7331,6130140124,38578342,9332.0,debit,85,,55684192,*6130140124,940,641872,641872,162000,D+H Deutschland GmbH,4503731648.0,08.05.2024,682.44,04.06.2024,24.05.2024,5.2024,07.06.2024,-3,-3,True,30,0,0,TKA,NO,3,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7332,6130139996,38578924,9332.0,debit,69,,55684192,*6130139996,940,641872,641872,162000,D+H Deutschland GmbH,4503691770.0,08.05.2024,5556.29,04.06.2024,28.05.2024,5.2024,07.06.2024,-3,-3,True,30,0,0,TKA,NO,3,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7334,6130139555,38579550,9885.0,debit,85,,55683861,*6130139555,940,641872,641872,162000,D+H Deutschland GmbH,4503711248.0,02.05.2024,1033.15,03.06.2024,31.05.2024,5.2024,01.06.2024,2,2,True,30,0,0,TKA,NO,-2,False,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7335,6130138978,38580124,9885.0,debit,85,,55684387,*6130138978,940,641872,641872,162000,D+H Deutschland GmbH,4503713359.0,25.04.2024,2425.46,05.06.2024,04.06.2024,6.2024,25.05.2024,11,11,True,30,0,0,TKA,NO,-11,False,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7336,6130141325,38580319,9885.0,debit,85,,55685787,*6130141325,940,641872,641872,162000,D+H Deutschland GmbH,4503733063.0,23.05.2024,819.45,18.06.2024,05.06.2024,6.2024,22.06.2024,-4,-4,True,30,0,0,TKA,NO,4,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
